Order Date,Customer ID,Customer Name,Segment,Country,City,State,Region,Category,Sub-Category,Product Name,Sales
05/04/2016,VT-21700,Valerie Takahito,Home Office,United States,Philadelphia,Pennsylvania,East,Office Supplies,Storage,Fellowes High-Stak Drawer Files,563.808
05/04/2016,VT-21700,Valerie Takahito,Home Office,United States,Philadelphia,Pennsylvania,East,Office Supplies,Binders,Cardinal Slant-D Ring Binders,10.428
05/04/2016,VT-21700,Valerie Takahito,Home Office,United States,Philadelphia,Pennsylvania,East,Furniture,Furnishings,Tenex Antistatic Computer Chair Mats,547.136
05/04/2016,VT-21700,Valerie Takahito,Home Office,United States,Philadelphia,Pennsylvania,East,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,14.85
05/04/2016,VT-21700,Valerie Takahito,Home Office,United States,Philadelphia,Pennsylvania,East,Technology,Phones,Speck Products Candyshell Flip Case,41.988
05/04/2016,VT-21700,Valerie Takahito,Home Office,United States,Philadelphia,Pennsylvania,East,Furniture,Furnishings,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",7.584
05/04/2016,VT-21700,Valerie Takahito,Home Office,United States,Philadelphia,Pennsylvania,East,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",352.45
05/06/2018,AB-10105,Adrian Barton,Consumer,United States,Pearland,Texas,Central,Technology,Phones,LG G3,470.376
18/09/2018,MM-18280,Muhammed MacIntyre,Corporate,United States,New York City,New York,East,Office Supplies,Paper,Xerox 203,19.44
18/09/2018,MM-18280,Muhammed MacIntyre,Corporate,United States,New York City,New York,East,Furniture,Furnishings,Ultra Door Push Plate,9.82
18/07/2018,ML-17410,Maris LaWare,Consumer,United States,Phoenix,Arizona,West,Furniture,Tables,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",801.6
18/07/2018,ML-17410,Maris LaWare,Consumer,United States,Phoenix,Arizona,West,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",161.568
18/07/2018,ML-17410,Maris LaWare,Consumer,United States,Phoenix,Arizona,West,Office Supplies,Paper,Riverleaf Stik-Withit Designer Note Cubes,16.096
18/07/2018,ML-17410,Maris LaWare,Consumer,United States,Phoenix,Arizona,West,Office Supplies,Binders,Acco Expandable Hanging Binders,7.656
18/07/2018,ML-17410,Maris LaWare,Consumer,United States,Phoenix,Arizona,West,Furniture,Chairs,High-Back Leather Manager's Chair,311.976
01/12/2016,KD-16495,Keith Dawkins,Corporate,United States,Chesapeake,Virginia,South,Office Supplies,Storage,"Decoflex Hanging Personal Folder File, Blue",61.68
01/12/2016,KD-16495,Keith Dawkins,Corporate,United States,Chesapeake,Virginia,South,Office Supplies,Binders,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",63.96
28/06/2017,RF-19735,Roland Fjeld,Consumer,United States,Chicago,Illinois,Central,Technology,Phones,Polycom CX300 Desktop Phone USB VoIP phone,359.976
28/08/2018,SC-20305,Sean Christensen,Consumer,United States,Chicago,Illinois,Central,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),25.344
28/08/2018,SC-20305,Sean Christensen,Consumer,United States,Chicago,Illinois,Central,Office Supplies,Paper,HP Office Paper (20Lb. and 87 Bright),26.72
17/09/2015,BN-11515,Bradley Nguyen,Consumer,United States,Seattle,Washington,West,Office Supplies,Storage,Eldon Gobal File Keepers,30.28
17/09/2015,BN-11515,Bradley Nguyen,Consumer,United States,Seattle,Washington,West,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,57.93
17/09/2015,BN-11515,Bradley Nguyen,Consumer,United States,Seattle,Washington,West,Furniture,Furnishings,"Executive Impressions 12"" Wall Clock",35.34
17/09/2015,BN-11515,Bradley Nguyen,Consumer,United States,Seattle,Washington,West,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,137.24
14/03/2017,JS-15880,John Stevenson,Consumer,United States,Harlingen,Texas,Central,Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",241.332
14/03/2017,JS-15880,John Stevenson,Consumer,United States,Harlingen,Texas,Central,Office Supplies,Paper,Xerox 1993,5.184
14/03/2017,JS-15880,John Stevenson,Consumer,United States,Harlingen,Texas,Central,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",145.544
26/08/2017,VG-21805,Vivek Grady,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Art,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",5.472
26/08/2017,VG-21805,Vivek Grady,Corporate,United States,Philadelphia,Pennsylvania,East,Technology,Accessories,Logitech Trackman Marble Mouse,47.984
02/09/2018,AW-10840,Anthony Witt,Consumer,United States,Bakersfield,California,West,Office Supplies,Art,"OIC #2 Pencils, Medium Soft",9.4
02/09/2018,AW-10840,Anthony Witt,Consumer,United States,Bakersfield,California,West,Office Supplies,Labels,Avery 505,74.0
02/09/2018,AW-10840,Anthony Witt,Consumer,United States,Bakersfield,California,West,Technology,Phones,Ooma Telo VoIP Home Phone System,201.584
16/06/2016,LS-17230,Lycoris Saunders,Consumer,United States,Grand Prairie,Texas,Central,Office Supplies,Envelopes,Staple envelope,28.752
16/06/2016,LS-17230,Lycoris Saunders,Consumer,United States,Grand Prairie,Texas,Central,Office Supplies,Paper,Xerox 188,27.216
16/06/2016,LS-17230,Lycoris Saunders,Consumer,United States,Grand Prairie,Texas,Central,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,197.372
10/12/2017,MH-17455,Mark Hamilton,Consumer,United States,Greenwood,Indiana,Central,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,1424.9
18/05/2018,TS-21340,Toby Swindell,Consumer,United States,New York City,New York,East,Furniture,Furnishings,"Master Caster Door Stop, Large Neon Orange",14.56
18/05/2018,TS-21340,Toby Swindell,Consumer,United States,New York City,New York,East,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",3.048
27/05/2018,EH-13945,Eric Hoffmann,Consumer,United States,Memphis,Tennessee,South,Office Supplies,Paper,Xerox 2,25.92
23/06/2017,MG-17695,Maureen Gnade,Consumer,United States,Buffalo,New York,East,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,835.17
16/05/2017,DO-13435,Denny Ordway,Consumer,United States,Los Angeles,California,West,Office Supplies,Paper,Xerox 196,17.34
18/11/2018,AF-10870,Art Ferguson,Consumer,United States,Homestead,Florida,South,Office Supplies,Paper,Xerox 194,44.384
18/11/2018,AF-10870,Art Ferguson,Consumer,United States,Homestead,Florida,South,Office Supplies,Supplies,Staple remover,2.944
18/11/2017,SN-20710,Steve Nguyen,Home Office,United States,Pasadena,Texas,Central,Office Supplies,Art,4009 Highlighters by Sanford,6.368
18/11/2017,SN-20710,Steve Nguyen,Home Office,United States,Pasadena,Texas,Central,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",48.848
18/11/2017,SN-20710,Steve Nguyen,Home Office,United States,Pasadena,Texas,Central,Office Supplies,Paper,Xerox 1881,19.648
18/11/2017,SN-20710,Steve Nguyen,Home Office,United States,Pasadena,Texas,Central,Furniture,Chairs,"Global Value Steno Chair, Gray",255.108
28/11/2015,MO-17500,Mary O'Rourke,Consumer,United States,Freeport,New York,East,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",17.248
01/03/2017,ON-18715,Odella Nelson,Corporate,United States,Denver,Colorado,West,Technology,Phones,RCA ViSYS 25423RE1 Corded phone,159.984
15/01/2018,SC-20095,Sanjit Chand,Consumer,United States,Quincy,Massachusetts,East,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",12.7
04/04/2015,MS-17710,Maurice Satty,Consumer,United States,Detroit,Michigan,Central,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,5.47
04/04/2015,MS-17710,Maurice Satty,Consumer,United States,Detroit,Michigan,Central,Office Supplies,Art,Newell 319,79.36
26/06/2017,DN-13690,Duane Noonan,Consumer,United States,San Francisco,California,West,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",22.14
29/05/2017,RB-19360,Raymond Buch,Consumer,United States,Nashville,Tennessee,South,Office Supplies,Binders,GBC ProClick Spines for 32-Hole Punch,11.277
29/05/2017,RB-19360,Raymond Buch,Consumer,United States,Nashville,Tennessee,South,Office Supplies,Art,Newell 333,4.448
29/05/2017,RB-19360,Raymond Buch,Consumer,United States,Nashville,Tennessee,South,Furniture,Furnishings,3M Polarizing Light Filter Sleeves,44.76
19/10/2016,NH-18610,Nicole Hansen,Corporate,United States,Detroit,Michigan,Central,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,38.28
19/10/2016,NH-18610,Nicole Hansen,Corporate,United States,Detroit,Michigan,Central,Technology,Phones,OtterBox Defender Series Case - Samsung Galaxy S4,149.95
19/02/2018,ED-13885,Emily Ducich,Home Office,United States,Los Angeles,California,West,Office Supplies,Art,Newell 320,12.84
19/02/2018,ED-13885,Emily Ducich,Home Office,United States,Los Angeles,California,West,Furniture,Furnishings,Tensor Computer Mounted Lamp,44.67
22/09/2017,PW-19240,Pierre Wener,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Art,Newell 348,7.872
12/11/2015,DM-13345,Denise Monton,Corporate,United States,Asheville,North Carolina,South,Office Supplies,Art,Newell 350,7.872
01/04/2017,DW-13540,Don Weiss,Consumer,United States,New York City,New York,East,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,88.04
20/05/2017,EH-14125,Eugene Hildebrand,Home Office,United States,Colorado Springs,Colorado,West,Office Supplies,Binders,GBC Durable Plastic Covers,40.635
01/06/2016,KE-16420,Katrina Edelman,Corporate,United States,San Antonio,Texas,Central,Office Supplies,Binders,Avery Poly Binder Pockets,5.728
01/06/2016,KE-16420,Katrina Edelman,Corporate,United States,San Antonio,Texas,Central,Office Supplies,Paper,Xerox 1928,42.24
22/11/2015,SP-20920,Susan Pistek,Consumer,United States,Los Angeles,California,West,Office Supplies,Paper,Xerox 1895,53.82
22/02/2016,PS-19045,Penelope Sewall,Home Office,United States,Sterling Heights,Michigan,Central,Office Supplies,Art,Newell 34,79.36
29/03/2017,JM-15250,Janet Martin,Consumer,United States,New York City,New York,East,Office Supplies,Paper,"Memo Book, 100 Message Capacity, 5 3/8” x 11”",13.48
29/03/2017,JM-15250,Janet Martin,Consumer,United States,New York City,New York,East,Office Supplies,Binders,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",29.8
29/03/2017,JM-15250,Janet Martin,Consumer,United States,New York City,New York,East,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",414.0
29/03/2017,JM-15250,Janet Martin,Consumer,United States,New York City,New York,East,Office Supplies,Binders,GBC Plastic Binding Combs,41.328
22/10/2017,EB-13930,Eric Barreto,Consumer,United States,Richmond,Virginia,South,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",39.92
02/10/2018,FG-14260,Frank Gastineau,Home Office,United States,Seattle,Washington,West,Office Supplies,Fasteners,Staples,8.94
02/10/2018,FG-14260,Frank Gastineau,Home Office,United States,Seattle,Washington,West,Technology,Phones,i.Sound Portable Power - 8000 mAh,84.784
23/12/2015,TH-21235,Tiffany House,Corporate,United States,New York City,New York,East,Furniture,Tables,Hon 61000 Series Interactive Training Tables,53.316
23/12/2015,TH-21235,Tiffany House,Corporate,United States,New York City,New York,East,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,56.52
15/12/2018,PL-18925,Paul Lucas,Home Office,United States,Seattle,Washington,West,Furniture,Furnishings,"Master Giant Foot Doorstop, Safety Yellow",22.77
07/07/2017,CC-12370,Christopher Conant,Consumer,United States,Los Angeles,California,West,Furniture,Chairs,"Global Leather Task Chair, Black",287.968
07/07/2017,CC-12370,Christopher Conant,Consumer,United States,Los Angeles,California,West,Technology,Copiers,Canon PC1060 Personal Laser Copier,2799.96
07/07/2017,CC-12370,Christopher Conant,Consumer,United States,Los Angeles,California,West,Office Supplies,Paper,Xerox 1942,48.94
17/04/2017,JM-15535,Jessica Myrick,Consumer,United States,Lakewood,California,West,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",257.499
08/04/2018,KF-16285,Karen Ferguson,Home Office,United States,Plainfield,New Jersey,East,Office Supplies,Storage,Tennsco 16-Compartment Lockers with Coat Rack,2591.56
08/04/2018,KF-16285,Karen Ferguson,Home Office,United States,Plainfield,New Jersey,East,Office Supplies,Appliances,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,41.95
17/04/2017,CS-12175,Charles Sheldon,Corporate,United States,Columbia,Tennessee,South,Furniture,Furnishings,"Ultra Door Kickplate, 8""H x 34""W",79.12
25/11/2015,AR-10540,Andy Reiter,Consumer,United States,Woonsocket,Rhode Island,East,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,52.96
03/11/2015,MS-17770,Maxwell Schwartz,Consumer,United States,Lancaster,Pennsylvania,East,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,286.344
01/05/2016,DB-13120,David Bremer,Corporate,United States,Tampa,Florida,South,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,63.552
01/05/2016,DB-13120,David Bremer,Corporate,United States,Tampa,Florida,South,Office Supplies,Supplies,"Fiskars 8"" Scissors, 2/Pack",41.376
01/05/2016,DB-13120,David Bremer,Corporate,United States,Tampa,Florida,South,Office Supplies,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener,172.704
08/03/2016,DK-12895,Dana Kaydos,Consumer,United States,Kenosha,Wisconsin,Central,Furniture,Bookcases,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",512.94
08/03/2016,DK-12895,Dana Kaydos,Consumer,United States,Kenosha,Wisconsin,Central,Furniture,Chairs,Hon Mobius Operator's Chair,860.93
08/03/2016,DK-12895,Dana Kaydos,Consumer,United States,Kenosha,Wisconsin,Central,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,769.95
08/03/2016,DK-12895,Dana Kaydos,Consumer,United States,Kenosha,Wisconsin,Central,Office Supplies,Art,Boston 1900 Electric Pencil Sharpener,14.98
08/03/2016,DK-12895,Dana Kaydos,Consumer,United States,Kenosha,Wisconsin,Central,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,373.08
17/07/2016,MP-17965,Michael Paige,Corporate,United States,Port Saint Lucie,Florida,South,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",231.92
11/10/2015,Dp-13240,Dean percer,Home Office,United States,Seattle,Washington,West,Furniture,Furnishings,DAX Cubicle Frames - 8x10,63.47
11/10/2015,Dp-13240,Dean percer,Home Office,United States,Seattle,Washington,West,Technology,Accessories,WD My Passport Ultra 1TB Portable External Hard Drive,345.0
03/03/2017,CC-12220,Chris Cortes,Consumer,United States,San Antonio,Texas,Central,Furniture,Tables,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",637.896
03/03/2017,CC-12220,Chris Cortes,Consumer,United States,San Antonio,Texas,Central,Technology,Machines,Canon PC170 Desktop Personal Copier,287.91
03/03/2017,CC-12220,Chris Cortes,Consumer,United States,San Antonio,Texas,Central,Office Supplies,Envelopes,"White Envelopes, White Envelopes with Clear Poly Window",36.6
10/12/2016,KM-16660,Khloe Miller,Consumer,United States,Roswell,Georgia,South,Office Supplies,Art,Staples in misc. colors,1.78
10/12/2016,KM-16660,Khloe Miller,Consumer,United States,Roswell,Georgia,South,Office Supplies,Paper,Xerox 201,25.92
10/12/2016,KM-16660,Khloe Miller,Consumer,United States,Roswell,Georgia,South,Technology,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",101.94
18/12/2016,MK-17905,Michael Kennedy,Corporate,United States,Louisville,Colorado,West,Office Supplies,Art,Newell 320,6.848
01/01/2018,SC-20725,Steven Cartwright,Consumer,United States,Los Angeles,California,West,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",474.43
21/11/2018,CC-12475,Cindy Chapman,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Paper,Xerox 1972,8.448
21/11/2018,CC-12475,Cindy Chapman,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,39.296
22/12/2016,BT-11305,Beth Thompson,Home Office,United States,Superior,Wisconsin,Central,Office Supplies,Art,Newell 336,17.12
23/08/2016,FH-14350,Fred Harton,Consumer,United States,Atlanta,Georgia,South,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,542.94
23/08/2016,FH-14350,Fred Harton,Consumer,United States,Atlanta,Georgia,South,Office Supplies,Labels,Avery 474,8.64
23/08/2016,FH-14350,Fred Harton,Consumer,United States,Atlanta,Georgia,South,Office Supplies,Paper,Xerox 1944,193.8
23/08/2016,FH-14350,Fred Harton,Consumer,United States,Atlanta,Georgia,South,Office Supplies,Paper,Xerox 1962,21.4
23/08/2016,FH-14350,Fred Harton,Consumer,United States,Atlanta,Georgia,South,Office Supplies,Paper,Xerox 1890,97.88
23/08/2016,FH-14350,Fred Harton,Consumer,United States,Atlanta,Georgia,South,Technology,Accessories,Maxell LTO Ultrium - 800 GB,251.91
23/08/2016,FH-14350,Fred Harton,Consumer,United States,Atlanta,Georgia,South,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",25.86
22/06/2015,AA-10645,Anna Andreadi,Consumer,United States,Chester,Pennsylvania,East,Furniture,Chairs,"Padded Folding Chairs, Black, 4/Carton",170.058
22/06/2015,AA-10645,Anna Andreadi,Consumer,United States,Chester,Pennsylvania,East,Technology,Phones,Panasonic Kx-TS550,82.782
22/06/2015,AA-10645,Anna Andreadi,Consumer,United States,Chester,Pennsylvania,East,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",853.93
27/10/2018,JO-15145,Jack O'Briant,Corporate,United States,San Francisco,California,West,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",556.665
27/10/2018,JO-15145,Jack O'Briant,Corporate,United States,San Francisco,California,West,Technology,Phones,Jackery Bar Premium Fast-charging Portable Charger,95.84
11/08/2018,SF-20965,Sylvia Foulston,Corporate,United States,Bedford,Texas,Central,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",29.664
11/08/2018,SF-20965,Sylvia Foulston,Corporate,United States,Bedford,Texas,Central,Office Supplies,Art,BIC Brite Liner Grip Highlighters,9.184
11/08/2018,SF-20965,Sylvia Foulston,Corporate,United States,Bedford,Texas,Central,Technology,Phones,Pyle PMP37LED,153.584
11/08/2018,SF-20965,Sylvia Foulston,Corporate,United States,Bedford,Texas,Central,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",12.864
24/12/2018,CS-12355,Christine Sundaresam,Consumer,United States,Lafayette,Louisiana,South,Technology,Machines,DYMO CardScan Personal V9 Business Card Scanner,479.97
24/12/2018,CS-12355,Christine Sundaresam,Consumer,United States,Lafayette,Louisiana,South,Furniture,Chairs,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",232.88
26/09/2017,SN-20710,Steve Nguyen,Home Office,United States,Covington,Washington,West,Office Supplies,Appliances,Belkin 7 Outlet SurgeMaster II,236.88
26/09/2017,SN-20710,Steve Nguyen,Home Office,United States,Covington,Washington,West,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),29.9
26/09/2017,SN-20710,Steve Nguyen,Home Office,United States,Covington,Washington,West,Technology,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse,100.0
12/12/2017,JM-15655,Jim Mitchum,Corporate,United States,Lorain,Ohio,East,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,18.693
12/12/2017,JM-15655,Jim Mitchum,Corporate,United States,Lorain,Ohio,East,Technology,Accessories,Logitech G602 Wireless Gaming Mouse,383.952
28/12/2016,FH-14350,Fred Harton,Consumer,United States,Chicago,Illinois,Central,Office Supplies,Storage,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",24.816
29/12/2015,AJ-10795,Anthony Johnson,Corporate,United States,San Francisco,California,West,Furniture,Furnishings,Stacking Trays by OIC,24.9
29/12/2015,AJ-10795,Anthony Johnson,Corporate,United States,San Francisco,California,West,Office Supplies,Paper,Xerox 1981,21.12
29/12/2015,AJ-10795,Anthony Johnson,Corporate,United States,San Francisco,California,West,Technology,Machines,DYMO CardScan Personal V9 Business Card Scanner,767.952
29/12/2015,AJ-10795,Anthony Johnson,Corporate,United States,San Francisco,California,West,Office Supplies,Binders,Avery Hanging File Binders,14.352
29/12/2015,AJ-10795,Anthony Johnson,Corporate,United States,San Francisco,California,West,Technology,Phones,Mophie Juice Pack Helium for iPhone,191.976
29/12/2015,AJ-10795,Anthony Johnson,Corporate,United States,San Francisco,California,West,Office Supplies,Labels,Avery 477,274.77
29/12/2015,AJ-10795,Anthony Johnson,Corporate,United States,San Francisco,California,West,Furniture,Furnishings,"Executive Impressions 10"" Spectator Wall Clock",70.56
25/06/2016,JF-15565,Jill Fjeld,Consumer,United States,San Francisco,California,West,Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp,204.85
02/04/2016,CS-11845,Cari Sayre,Corporate,United States,Houston,Texas,Central,Office Supplies,Binders,Aluminum Screw Posts,9.156
21/10/2018,SP-20920,Susan Pistek,Consumer,United States,Chicago,Illinois,Central,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,23.992
16/07/2016,KE-16420,Katrina Edelman,Corporate,United States,New York City,New York,East,Office Supplies,Paper,Petty Cash Envelope,80.88
16/07/2016,KE-16420,Katrina Edelman,Corporate,United States,New York City,New York,East,Technology,Accessories,Kensington Orbit Wireless Mobile Trackball for PC and Mac,599.9
24/06/2018,GA-14515,George Ashbrook,Consumer,United States,New York City,New York,East,Furniture,Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",276.69
24/06/2018,GA-14515,George Ashbrook,Consumer,United States,New York City,New York,East,Furniture,Chairs,Global Deluxe Office Fabric Chairs,172.764
29/09/2015,SM-20950,Suzanne McNair,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Art,Nontoxic Chalk,4.224
29/09/2015,SM-20950,Suzanne McNair,Corporate,United States,Philadelphia,Pennsylvania,East,Furniture,Tables,"Hon 30"" x 60"" Table with Locking Drawer",409.272
29/09/2015,SM-20950,Suzanne McNair,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Labels,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",55.44
29/09/2015,SM-20950,Suzanne McNair,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Paper,Southworth Parchment Paper & Envelopes,20.928
29/09/2015,SM-20950,Suzanne McNair,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Storage,Tennsco Single-Tier Lockers,201.86449864780047
29/09/2015,SM-20950,Suzanne McNair,Corporate,United States,Philadelphia,Pennsylvania,East,Furniture,Tables,Hon 4060 Series Tables,67.176
24/11/2015,DK-12985,Darren Koutras,Consumer,United States,Chicago,Illinois,Central,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,646.2
20/11/2016,LC-16885,Lena Creighton,Consumer,United States,Oakland,California,West,Technology,Phones,Gear Head AU3700S Headset,72.744
20/11/2016,LC-16885,Lena Creighton,Consumer,United States,Oakland,California,West,Furniture,Chairs,Safco Contoured Stacking Chairs,572.16
01/11/2017,XP-21865,Xylona Preis,Consumer,United States,Chicago,Illinois,Central,Technology,Accessories,Maxell 4.7GB DVD-R,68.112
17/09/2016,CS-11845,Cari Sayre,Corporate,United States,Seattle,Washington,West,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",25.032
10/03/2017,BD-11770,Bryan Davis,Consumer,United States,Philadelphia,Pennsylvania,East,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,39.992
23/06/2015,DL-13330,Denise Leinenbach,Consumer,United States,Concord,North Carolina,South,Office Supplies,Art,Prang Drawing Pencil Set,20.016
23/06/2015,DL-13330,Denise Leinenbach,Consumer,United States,Concord,North Carolina,South,Office Supplies,Supplies,Acme Kleen Earth Office Shears,3.104
01/11/2015,KH-16630,Ken Heidel,Corporate,United States,Charlotte,North Carolina,South,Office Supplies,Fasteners,Staples,7.52
01/11/2015,KH-16630,Ken Heidel,Corporate,United States,Charlotte,North Carolina,South,Office Supplies,Art,Newell 320,10.272
01/11/2015,KH-16630,Ken Heidel,Corporate,United States,Charlotte,North Carolina,South,Office Supplies,Labels,Avery 513,47.808
01/11/2015,KH-16630,Ken Heidel,Corporate,United States,Charlotte,North Carolina,South,Technology,Phones,Cisco IP Phone 7961G VoIP phone - Dark gray,978.84
28/08/2017,TP-21415,Tom Prescott,Consumer,United States,Dallas,Texas,Central,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",13.14
28/08/2017,TP-21415,Tom Prescott,Consumer,United States,Dallas,Texas,Central,Office Supplies,Binders,GBC ProClick Spines for 32-Hole Punch,10.024
28/08/2017,TP-21415,Tom Prescott,Consumer,United States,Dallas,Texas,Central,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",201.86449864780047
06/12/2016,NP-18685,Nora Pelletier,Home Office,United States,Indianapolis,Indiana,Central,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,999.98
24/09/2016,SC-20680,Steve Carroll,Home Office,United States,Broken Arrow,Oklahoma,Central,Technology,Phones,AT&T 1080 Phone,821.94
15/11/2018,DK-12895,Dana Kaydos,Consumer,United States,Miramar,Florida,South,Furniture,Furnishings,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",220.064
15/11/2018,DK-12895,Dana Kaydos,Consumer,United States,Miramar,Florida,South,Furniture,Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",339.136
19/12/2016,SM-20950,Suzanne McNair,Corporate,United States,Omaha,Nebraska,Central,Office Supplies,Binders,Self-Adhesive Ring Binder Labels,7.04
19/12/2016,SM-20950,Suzanne McNair,Corporate,United States,Omaha,Nebraska,Central,Office Supplies,Fasteners,Bagged Rubber Bands,5.04
19/12/2016,SM-20950,Suzanne McNair,Corporate,United States,Omaha,Nebraska,Central,Office Supplies,Paper,White Computer Printout Paper by Universal,116.28
21/12/2016,LS-17245,Lynn Smith,Consumer,United States,Jacksonville,North Carolina,South,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,47.976
25/09/2017,KE-16420,Katrina Edelman,Corporate,United States,Tigard,Oregon,West,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",60.048
25/09/2017,KE-16420,Katrina Edelman,Corporate,United States,Tigard,Oregon,West,Office Supplies,Binders,GBC Poly Designer Binding Covers,5.022
24/06/2018,MC-17635,Matthew Clasen,Corporate,United States,Decatur,Illinois,Central,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,182.994
24/06/2018,MC-17635,Matthew Clasen,Corporate,United States,Decatur,Illinois,Central,Office Supplies,Paper,Xerox 1971,10.272
07/09/2018,Dp-13240,Dean percer,Home Office,United States,Phoenix,Arizona,West,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,7.857
